Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.5829212762626662,2.2557263030563868,0.0,0.0,200,190,EGR1;HES1;GEM;CYR61;PTX3;DUSP4;PANX1;FOS;GADD45B;FJX1;TNFRSF9;PHLDA2;MYC;NFKBIA;CXCL1;KLF9;RIPK2;SDC4;IL15RA;ID2;SAT1;PLAU;FOSB;BMP2;PTGS2;MARCKS;BHLHE40;RHOB;G0S2;INHBA;EGR3;DUSP1;RELB;CSF1;CXCL2;ETS2;KLF4;CCL20;AREG;IER5;NAMPT;JUN;CCND1;JUNB;GCH1;CXCL10;NFKB2;PFKFB3;CEBPD;TNC;IFIH1;F2RL1;SLC2A6;TRIB1;ICAM1;CD83;ATF3;TNFSF9;DUSP5;LAMB3;GPR183;PHLDA1;TNFAIP3;KLF6;FUT4;TNF;LDLR;CD44;B4GALT5;TNIP1;SGK1;OLR1;MAFF;TNFAIP8;DUSP2;MAP3K8;NR4A2;TAP1;NFIL3;CEBPB;NR4A1;FOSL1;CXCL3;PMEPA1;NINJ1;B4GALT1;ATP2B1;MAP2K3;SOD2;TRAF1;IFIT2;EDN1;MSC;IL1A;DRAM1;IL18;EHD1;IER2;GFPT2;CD80;ZBTB10;TGIF1;HBEGF;TUBB2A;PDLIM5;F3;JAG1;CCL4;PDE4B;PLEK;IL12B;SNN;PTPRE;KLF2;BIRC3;IRS2;IFNGR2;CXCL6;GADD45A;IL7R;NR4A3;RCAN1;BCL3;SIK1;EGR2;NFKB1;ICOSLG;SERPINB8;SOCS3;PTGER4;ZC3H12A;SERPINE1;TIPARP;TNFAIP2;KYNU;TSC22D1;CCL5;IL23A;PER1;PLAUR;MCL1;IL6ST;IL6;TNIP2;CXCL11;NFE2L2;VEGFA;KLF10;TRIP10;TANK;STAT5A;MXD1;DNAJB4;BTG3;YRDC;SPHK1;EFNA1;PNRC1;TLR2;LITAF;DDX58;BCL6;BCL2A1;RELA;ZFP36;NFKBIE;SLC2A3;IRF1;CFLAR;BTG1;SPSB1;BIRC2;FOSL2;SLC16A6;KDM6B;PLK2;CLCF1;SMAD3;EIF1;DENND5A;REL;RNF19B;PPP1R15A;CCNL1;SQSTM1;NFAT5;ABCA1;CDKN1A;LIF;BTG2,EGR1;HES1;GEM;CYR61;PTX3;DUSP4;PANX1;FOS;GADD45B;FJX1;TNFRSF9;PHLDA2;MYC;NFKBIA;CXCL1;KLF9;RIPK2;SDC4;IL15RA;ID2;SAT1;PLAU;FOSB;BMP2;PTGS2;MARCKS;BHLHE40;RHOB;G0S2;INHBA;EGR3;DUSP1;RELB;CSF1;CXCL2;ETS2;KLF4;CCL20;AREG;IER5;NAMPT;JUN;CCND1;JUNB;GCH1;CXCL10;NFKB2;PFKFB3;CEBPD;TNC;IFIH1;F2RL1;SLC2A6;TRIB1;ICAM1;CD83;ATF3;TNFSF9;DUSP5;LAMB3;GPR183;PHLDA1;TNFAIP3;KLF6;FUT4;TNF;LDLR;CD44;B4GALT5;TNIP1;SGK1
HALLMARK_PROTEIN_SECRETION,-0.5810327207212422,-2.1732626903931376,0.0,0.013385826771653543,96,96,CTSC;ATP1A1;GLA;AP2S1;SOD1;PPT1;EGFR;TMX1;SEC24D;RAB9A;TMED10;GOLGA4;ANP32E;ARF1;SCAMP3;TPD52;LMAN1;AP3S1;ATP6V1B1;SH3GL2;CAV2;GOSR2;KRT18;DST;SEC22B;VAMP4;TOM1L1;TSPAN8;GNAS;AP2M1;YKT6;COPE;BET1;ADAM10;LAMP2;AP2B1;GALC;YIPF6;PAM;USO1;ARCN1;COG2;VAMP3;TMED2;CLN5;SGMS1;BNIP3;DNM1L;SCAMP1;SNAP23;ICA1;COPB2;RAB22A;MAPK1;OCRL;M6PR;SNX2;RAB2A;ARFIP1;RPS6KA3;SEC31A;RAB14;COPB1;AP3B1;NAPG;TSG101;SSPN;STAM;RER1;KIF1B;SCRN1;ARFGEF1;CLCN3;STX7;ERGIC3;RAB5A;ARFGAP3;GBF1;AP1G1;MON2;VAMP7;CD63;CLTA;ATP7A;VPS4B;ABCA1;CLTC;ARFGEF2;VPS45;DOPEY1;STX12;ATP6V1H;IGF2R;ZW10;NAPA;STX16,SCAMP1;SNAP23;ICA1;COPB2;RAB22A;MAPK1;OCRL;M6PR;SNX2;RAB2A;ARFIP1;RPS6KA3;SEC31A;RAB14;COPB1;AP3B1;NAPG;TSG101;SSPN;STAM;RER1;KIF1B;SCRN1;ARFGEF1;CLCN3;STX7;ERGIC3;RAB5A;ARFGAP3;GBF1;AP1G1;MON2;VAMP7;CD63;CLTA;ATP7A;VPS4B;ABCA1;CLTC;ARFGEF2;VPS45;DOPEY1;STX12;ATP6V1H;IGF2R;ZW10;NAPA;STX16
HALLMARK_DNA_REPAIR,-0.5102516511135787,-2.132394534437313,0.047619047619047616,0.013385826771653543,150,143,PNP;IMPDH2;APRT;NME4;NME1;CDA;POLE4;SEC61A1;GPX4;DAD1;RBX1;POLR2H;ADA;DFNA5;FEN1;SDCBP;GTF2H5;POLR2E;ZWINT;RFC3;DUT;COX17;ERCC8;CMPK2;HPRT1;AK3;NT5C;VPS28;NCBP2;NUDT21;POLR2G;BCAP31;PDE4B;SMAD5;DGCR8;NME3;POLR2D;MPG;POLD3;TYMS;TP53;RFC4;EDF1;POLD1;POLR2F;POLR2I;GUK1;PDE6G;GTF2H3;TAF9;TCEB3;SSRP1;POLR1C;AK1;GTF2A2;POLR2C;ZNRD1;POLR2K;BCAM;ERCC2;TAF1C;CANT1;TMED2;SF3A3;UMPS;POLA2;SUPT4H1;CCNO;POLR1D;PCNA;MRPL40;CETN2;ADCY6;STX3;TAF13;CLP1;RPA3;PRIM1;POLR3GL;HCLS1;GMPR2;TAF10;POLD4;POLB;POLL;TAF12;RNMT;SAC3D1;GTF2F1;RPA2;RFC5;ARL6IP1;BOLA2;RALA;TK2;AAAS;ITPA;POLH;EIF1B;VPS37B;NPR2;USP11;TSG101;SNAPC4;RFC2;RAD51;POLR2J;LIG1;ADRM1;ERCC1;NUDT9;GTF3C5;REV3L;SRSF6;GTF2B;RRM2B;SURF1;SUPT5H;TAF6;POLR3C;POLR2A;RAE1;ZNF707;VPS37D;POLA1;ERCC5;ERCC3;SNAPC5;ERCC4;DGUOK;DCTN4;TARBP2;POM121;UPF3B;XPC;GTF2H1;RAD52;DDB1;DDB2;ELL;NFX1;BRF2;CSTF3,PRIM1;POLR3GL;HCLS1;GMPR2;TAF10;POLD4;POLB;POLL;TAF12;RNMT;SAC3D1;GTF2F1;RPA2;RFC5;ARL6IP1;BOLA2;RALA;TK2;AAAS;ITPA;POLH;EIF1B;VPS37B;NPR2;USP11;TSG101;SNAPC4;RFC2;RAD51;POLR2J;LIG1;ADRM1;ERCC1;NUDT9;GTF3C5;REV3L;SRSF6;GTF2B;RRM2B;SURF1;SUPT5H;TAF6;POLR3C;POLR2A;RAE1;ZNF707;VPS37D;POLA1;ERCC5;ERCC3;SNAPC5;ERCC4;DGUOK;DCTN4;TARBP2;POM121;UPF3B;XPC;GTF2H1;RAD52;DDB1;DDB2;ELL;NFX1;BRF2;CSTF3
HALLMARK_MITOTIC_SPINDLE,-0.49213083506774197,-1.7362405435241541,0.043478260869565216,0.01673228346456693,200,199,MARCKS;FARP1;TIAM1;PLEKHG2;BCL2L11;MID1IP1;SYNPO;FLNA;WASF1;MID1;ATG4B;RHOF;RAPGEF5;GEMIN4;CDC42EP1;DOCK2;MYO1E;VCL;KPTN;FSCN1;SORBS2;HDAC6;KATNB1;BIN1;DYNC1H1;CAPZB;LLGL1;KIF3C;TUBA4A;SEPT9;GSN;NCK2;OPHN1;NEDD9;PIF1;ARF6;PCGF5;CENPF;NIN;CDC42;PDLIM5;LMNB1;TBCD;SHROOM1;DST;APC;TRIO;BCR;ARHGDIA;RASA2;MYH10;FGD6;YWHAE;AKAP13;CDC42BPA;FLNB;NCK1;SPTAN1;TUBGCP2;TUBD1;CENPE;ARAP3;ARHGAP29;SPTBN1;CDC42EP2;CEP250;BIRC5;TUBGCP3;PREX1;STK38L;NOTCH2;ARFIP2;CRIPAK;ARHGAP5;SMC1A;RALBP1;KIF5B;INCENP;MAP3K11;DOCK4;PPP4R2;ARHGEF11;CLIP1;SHROOM2;KIF4A;ROCK1;PLK1;LATS1;CDC42EP4;CD2AP;KIF23;CCNB2;NF1;CENPJ;TUBGCP5;MYH9;AURKA;ARHGEF12;BRCA2;MYO9B;SOS1;LRPPRC;KIF20B;PALLD;TUBGCP6;RASAL2;KIF22;ALMS1;MAP1S;RHOT2;NUMA1;CCDC88A;PAFAH1B1;CLIP2;CDK1;ANLN;FGD4;TPX2;DLG1;SSH2;ESPL1;SAC3D1;BCAR1;CDK5RAP2;ABL1;PCNT;RICTOR;CNTRL;TLK1;ARHGAP27;RASA1;CDC27;DLGAP5;KIF2C;ECT2;KIF15;HOOK3;SMC3;ARHGAP4;KLC1;ARHGEF7;EPB41;SMC4;TTK;TAOK2;SUN2;KIF11;ARHGAP10;BUB1;MAPRE1;FBXO5;SASS6;NDC80;RAB3GAP1;CNTROB;KIF3B;ARHGEF3;ABR;PKD2;CSNK1D;ARHGEF2;ITSN1;ARL8A;KIF1B;TOP2A;CEP192;RAPGEF6;EPB41L2;ARFGEF1;CTTN;TSC1;WASF2;ACTN4;NUSAP1;MARK4;CKAP5;CEP57;NET1;UXT;RANBP9;RFC1;WASL;PCM1;NEK2;CLASP1;STAU1;RABGAP1;RACGAP1;PRC1;DYNLL2;ABI1;PXN;KIFAP3;KNTC1;KATNA1;EZR;ALS2;CYTH2;CEP72,BCAR1;CDK5RAP2;ABL1;PCNT;RICTOR;CNTRL;TLK1;ARHGAP27;RASA1;CDC27;DLGAP5;KIF2C;ECT2;KIF15;HOOK3;SMC3;ARHGAP4;KLC1;ARHGEF7;EPB41;SMC4;TTK;TAOK2;SUN2;KIF11;ARHGAP10;BUB1;MAPRE1;FBXO5;SASS6;NDC80;RAB3GAP1;CNTROB;KIF3B;ARHGEF3;ABR;PKD2;CSNK1D;ARHGEF2;ITSN1;ARL8A;KIF1B;TOP2A;CEP192;RAPGEF6;EPB41L2;ARFGEF1;CTTN;TSC1;WASF2;ACTN4;NUSAP1;MARK4;CKAP5;CEP57;NET1;UXT;RANBP9;RFC1;WASL;PCM1;NEK2;CLASP1;STAU1;RABGAP1;RACGAP1;PRC1;DYNLL2;ABI1;PXN;KIFAP3;KNTC1;KATNA1;EZR;ALS2;CYTH2;CEP72
HALLMARK_P53_PATHWAY,-0.4200500086830707,-1.799056313096293,0.045454545454545456,0.01784776902887139,200,194,GM2A;FOS;TAX1BP3;NDRG1;CEBPA;SAT1;BMP2;RAP2B;FAM162A;IRAK1;RGS16;CCND2;PROCR;LDHB;KLF4;IER5;SEC61A1;JUN;PERP;HMOX1;IFI30;TPD52L1;EI24;TGFB1;ATF3;TNFSF9;SLC19A2;CD81;MAPKAPK3;STOM;F2R;STEAP3;VDR;FGF13;ADA;DEF6;ST14;CDKN2A;APP;HINT1;ZBTB16;NUDT15;SOCS1;TAP1;FUCA1;HIST1H1C;NINJ1;PITPNC1;KLK8;EPHX1;SLC3A2;IL1A;S100A10;DRAM1;S100A4;PDGFA;EPHA2;CDH13;DCXR;RRAD;HBEGF;ABCC5;PTPN14;IKBKAP;PTPRE;KRT17;INHBB;ZFP36L1;SDC1;CD82;SLC7A11;TP63;GADD45A;TP53;RALGDS;HEXIM1;TGFA;SERPINB5;CCNG1;CTSF;GPX2;CCND3;TRIB3;RHBDF2;TOB1;VWA5A;WWP1;VAMP8;DGKA;TNNI1;CDK5R1;RPL36;UPP1;TSC22D1;DDIT4;ITGB4;JAG2;RAD9A;BAK1;RPL18;AK1;OSGIN1;CTSD;CLCA2;LRMP;RAB40C;SFN;TM4SF1;BAIAP2;ACVR1B;MXD1;H2AFJ;ZNF365;DNTTIP2;PCNA;NUPR1;TCHH;SPHK1;TPRKB;CCP110;WRAP73;ALOX15B;SERTAD3;PRMT2;HSPA4L;RXRA;TM7SF3;RPS12;MXD4;MKNK2;BTG1;DDIT3;HDAC3;TRAF4;ABHD4;CDKN2B;TXNIP;CSRNP2;PLK2;CGRRF1;ZMAT3;RCHY1;POLH;CYFIP2;FBXW7;EPS8L2;FOXO3;RRP8;HIST3H2A;PLK3;PRKAB1;KIF13B;APAF1;RNF19B;NOTCH1;RETSAT;TSPYL2;PPP1R15A;SP1;PMM1;NOL8;BLCAP;HRAS;GLS2;CCNK;SLC35D1;CDKN2AIP;RAD51C;TRIAP1;PLXNB2;ERCC5;ISCU;ABAT;CDKN1A;POM121;PPM1D;ANKRA2;AEN;XPC;NHLH2;MDM2;LIF;RB1;FAS;SESN1;TRAFD1;DDB2;RPS27L;BTG2;PHLDA3;FDXR;TCN2;BAX;IP6K2,CDKN2B;TXNIP;CSRNP2;PLK2;CGRRF1;ZMAT3;RCHY1;POLH;CYFIP2;FBXW7;EPS8L2;FOXO3;RRP8;HIST3H2A;PLK3;PRKAB1;KIF13B;APAF1;RNF19B;NOTCH1;RETSAT;TSPYL2;PPP1R15A;SP1;PMM1;NOL8;BLCAP;HRAS;GLS2;CCNK;SLC35D1;CDKN2AIP;RAD51C;TRIAP1;PLXNB2;ERCC5;ISCU;ABAT;CDKN1A;POM121;PPM1D;ANKRA2;AEN;XPC;NHLH2;MDM2;LIF;RB1;FAS;SESN1;TRAFD1;DDB2;RPS27L;BTG2;PHLDA3;FDXR;TCN2;BAX;IP6K2
HALLMARK_G2M_CHECKPOINT,-0.4575074631486922,-1.6598213418463637,0.05263157894736842,0.021417322834645668,200,197,MYC;HMGB3;UCK2;NCL;MARCKS;SLC7A5;H2AFZ;NOLC1;TFDP1;G3BP1;SLC38A1;CCND1;SQLE;DTYMK;CTCF;HMGA1;TGFB1;UBE2S;SLC7A1;H2AFV;PURA;HIST1H2BK;AMD1;MT2A;ATRX;DKC1;PAPD7;CDC25B;TROAP;SLC12A2;TLE3;ILF3;CUL4A;PTTG1;CKS2;LIG3;GINS2;MKI67;HUS1;EFNA5;SYNCRIP;TOP1;CENPF;H2AFX;SNRPD1;HSPA8;DMD;DBF4;LMNB1;POLE;STMN1;CCNF;PDS5B;MAD2L1;TMPO;BCL3;HN1;CENPA;SUV39H1;DDX39A;CENPE;RAD21;KPNA2;BIRC5;PTTG3P;CBX1;NOTCH2;EXO1;SMC1A;SS18;GSPT1;KIF5B;INCENP;EGF;RAD54L;KIF4A;UBE2C;PLK1;XPO1;RAD23B;STIL;E2F3;KIF23;SMC2;CCNB2;CASP8AP2;TRA2B;MEIS2;POLA2;AURKA;PRPF4B;BRCA2;KIF20B;CUL3;RASAL2;KIF22;PBK;NUMA1;HMGN2;PRMT5;SRSF2;ORC5;FANCC;PAFAH1B1;KPNB1;CDC20;CCNA2;NUP50;DR1;MTF2;CDK1;LBR;TPX2;RPS6KA5;HMMR;CKS1B;SAP30;CDK4;SMARCC1;ESPL1;ORC6;BUB3;CDKN3;NASP;CCNT1;ABL1;ATF5;CDC27;KIF2C;KIF15;RPA2;MAPK14;HNRNPU;TNPO2;ODC1;SMC4;TTK;AURKB;WHSC1;CUL5;KIF11;BUB1;SMAD3;CHMP1A;UPF1;HIF1A;FBXO5;MEIS1;E2F1;CDC45;HNRNPD;TACC3;NDC80;SRSF1;CUL1;CHAF1A;E2F2;MYBL2;E2F4;TOP2A;CHEK1;WRN;MCM2;SFPQ;NUSAP1;RBL1;CDC7;MCM3;YTHDC1;POLQ;CDC6;CDKN2C;NEK2;ARID4A;PML;BARD1;STAG1;CDC25A;RACGAP1;PLK4;PRC1;CDKN1B;SRSF10;NUP98;HOXC10;ODF2;KATNA1;PRIM2;EZH2;HIRA;MNAT1;FOXN3;RBM14;MCM5;MCM6;EWSR1;TRAIP,HMGN2;PRMT5;SRSF2;ORC5;FANCC;PAFAH1B1;KPNB1;CDC20;CCNA2;NUP50;DR1;MTF2;CDK1;LBR;TPX2;RPS6KA5;HMMR;CKS1B;SAP30;CDK4;SMARCC1;ESPL1;ORC6;BUB3;CDKN3;NASP;CCNT1;ABL1;ATF5;CDC27;KIF2C;KIF15;RPA2;MAPK14;HNRNPU;TNPO2;ODC1;SMC4;TTK;AURKB;WHSC1;CUL5;KIF11;BUB1;SMAD3;CHMP1A;UPF1;HIF1A;FBXO5;MEIS1;E2F1;CDC45;HNRNPD;TACC3;NDC80;SRSF1;CUL1;CHAF1A;E2F2;MYBL2;E2F4;TOP2A;CHEK1;WRN;MCM2;SFPQ;NUSAP1;RBL1;CDC7;MCM3;YTHDC1;POLQ;CDC6;CDKN2C;NEK2;ARID4A;PML;BARD1;STAG1;CDC25A;RACGAP1;PLK4;PRC1;CDKN1B;SRSF10;NUP98;HOXC10;ODF2;KATNA1;PRIM2;EZH2;HIRA;MNAT1;FOXN3;RBM14;MCM5;MCM6;EWSR1;TRAIP
HALLMARK_ESTROGEN_RESPONSE_LATE,0.4708023904841518,1.8855699024231427,0.0,0.02146341463414634,200,189,GAL;FOS;ABCA3;CKB;CA2;DHCR7;ID2;CD9;SLC27A2;IDH2;FOXC1;SLC29A1;TST;RNASEH2A;EGR3;RAB31;NPY1R;NMU;SCARB1;PLAC1;RPS6KA2;SLC16A1;SLC7A5;KLF4;SORD;AREG;FABP5;FARP1;CHPT1;PERP;CCND1;TIAM1;ASS1;PPIF;PTGES;GLA;DNAJC12;NBL1;TPD52L1;SERPINA5;PRKAR2B;TPBG;CA12;TFPI2;IGSF1;COX6C;XBP1;TSPAN13;TRIM29;CD44;SERPINA3;SULT2B1;CDH1;SGK1;ST14;PRSS23;WISP2;UNC13B;BCL2;CHST8;CCNA1;RET;EMP2;DUSP2;MYB;LAMC2;IGFBP4;SOX3;FDFT1;KRT13;ELOVL5;HR;HOMER2;CYP4F11;SIAH2;PDCD4;LTF;OVOL2;CISH;SLC24A3;PRLR;DYNLT3;NXT1;CACNA2D2;SLC1A4;GINS2;NAB2;MYOF;IMPA2;OLFM1;HPRT1;MAPT;ETFB;DCXR;KLK10;CYP26B1;PDLIM3;SLC22A5;SLC26A2;TFAP2C;IL17RB;TH;CELSR2;PGR;SNX10;NCOR2;CAV1;KLK11;GJB3;LLGL2;KIF20A;SLC9A3R1;TJP3;PAPSS2;WFS1;FKBP5;TPSAB1;FKBP4;PLXNB1;ASCL1;FLNB;CXCL12;LSR;TOB1;SLC2A8;UGDH;KCNK5;METTL3;JAK2;OPN3;DNAJC1;DLG5;ACOX2;ALDH3B1;TMPRSS3;PTPN6;XRCC3;PKP3;TNNC1;IL6ST;MAPK13;JAK1;STIL;PDZK1;ITPK1;SCNN1A;SFN;CXCL14;PTGER3;FAM102A;SEMA3B;CLIC3;CPE;RABEP1;HSPB8;ISG20;BTG3;MEST;CALCR;CDC20;ST6GALNAC2;ALDH3A2;FRK;ZFP36;ANXA9;FGFR3;PLA2G16;AMFR;HSPA4L;ABHD2;SCUBE2;NRIP1;MOCS2;MDK;AFF1;RAPGEFL1;BLVRB;TOP2A;ATP2B4;TSTA3;BAG1;ADD3;CDC6;MICB;PLK4;ARL3;RBBP8;DHRS2;GALE,GAL;FOS;ABCA3;CKB;CA2;DHCR7;ID2;CD9;SLC27A2;IDH2;FOXC1;SLC29A1;TST;RNASEH2A;EGR3;RAB31;NPY1R;NMU;SCARB1;PLAC1;RPS6KA2;SLC16A1;SLC7A5;KLF4;SORD;AREG;FABP5;FARP1;CHPT1;PERP;CCND1;TIAM1;ASS1;PPIF;PTGES;GLA;DNAJC12;NBL1;TPD52L1;SERPINA5;PRKAR2B;TPBG;CA12;TFPI2;IGSF1;COX6C;XBP1;TSPAN13;TRIM29;CD44;SERPINA3;SULT2B1;CDH1;SGK1;ST14;PRSS23;WISP2;UNC13B;BCL2;CHST8;CCNA1;RET;EMP2;DUSP2;MYB;LAMC2;IGFBP4;SOX3;FDFT1;KRT13;ELOVL5;HR;HOMER2;CYP4F11;SIAH2
HALLMARK_GLYCOLYSIS,0.405679557126889,1.8660862679082448,0.0,0.022357723577235773,200,196,PGK1;HSPA5;TXN;LDHA;PPIA;PGAM1;PYGL;EXT1;SDC2;TPI1;CYB5A;CHST1;MPI;PRPS1;MIF;FAM162A;CHST4;COL5A1;KDELR3;ADORA2B;GPC1;PFKP;CHST2;ENO1;CHST12;SLC37A4;GALK1;B3GALT6;SRD5A3;CHPF;MDH2;CITED2;B4GALT2;PGM2;TPBG;PLOD1;CHST6;GOT2;ALDOA;QSOX1;SLC25A10;CD44;GPC4;SOD1;XYLT2;B3GNT3;HAX1;EGFR;POLR3K;CXCR4;ME1;HOMER1;SOX9;GOT1;PLOD2;EGLN3;GPC3;AK4;SDHC;NANP;VCAN;SLC16A3;G6PD;ARPP19;FUT8;B4GALT1;CACNA1H;STC1;NT5E;IDUA;PYGB;HK2;PDK3;ALG1;AKR1A1;CTH;PC;RPE;BIK;CLDN3;IGFBP3;LHPP;AK3;NSDHL;MDH1;TPST1;PGLS;ELF3;AGRN;HDLBP;STMN1;IRS2;P4HA2;SDC1;PAXIP1;PKP2;GMPPB;GMPPA;KIF20A;TGFA;HS6ST2;CENPA;FKBP4;TALDO1;PHKA2;STC2;MET;ME2;B3GAT1;TGFBI;SDC3;DLD;GNPDA1;NDST3;ABCB6;ANG;CASP6;FBP2;DEPDC1;EFNA3;DDIT4;GLRX;GAL3ST1;GAPDHS;CLN6;DSC2;PAM;GCLC;MED24;COG2;DCN;B4GALT7;PFKFB1;MIOX;NOL3;ANKZF1;RBCK1;VEGFA;PGAM2;PPFIA4;PMM2;ARTN;B3GAT3;ALDH7A1;AURKA;P4HA1;GUSB;KIF2A;ISG20;VLDLR;SPAG4;LCT;ANGPTL4;IL13RA1;DPYSL4;PPP2CB;CDK1;RRAGD;HMMR;SAP30;B4GALT4;LHX9;UGP2;ZNF292;COPB2;BPNT1;GFPT1;GYS2;HS2ST1;NASP;ALDOB;GPR87;TKTL1;CAPN5;SLC25A13;ECD;AGL;IDH1;RARS;EXT2;CHPF2;NDUFV3;MERTK;SLC35A3;GYS1;GLCE;CLDN9;TSTA3;PSMC4;ALDH9A1;ENO2;GALK2;MXI1;LDHC;GNE;GALE,PGK1;HSPA5;TXN;LDHA;PPIA;PGAM1;PYGL;EXT1;SDC2;TPI1;CYB5A;CHST1;MPI;PRPS1;MIF;FAM162A;CHST4;COL5A1;KDELR3;ADORA2B;GPC1;PFKP;CHST2;ENO1;CHST12;SLC37A4;GALK1;B3GALT6;SRD5A3;CHPF;MDH2;CITED2;B4GALT2;PGM2;TPBG;PLOD1;CHST6;GOT2;ALDOA;QSOX1;SLC25A10;CD44;GPC4;SOD1;XYLT2;B3GNT3;HAX1;EGFR;POLR3K;CXCR4;ME1;HOMER1;SOX9;GOT1;PLOD2;EGLN3
HALLMARK_ANGIOGENESIS,0.5886788622111505,1.729132470204177,0.0,0.022996515679442508,36,34,LRPAP1;KCNJ8;TNFRSF21;MSX1;THBD;CCND2;SERPINA5;LUM;TIMP1;APP;OLR1;COL3A1;VCAN;LPL;STC1;SLCO2A1;PRG2;S100A4;PDGFA;JAG1;CXCL6;APOH;FGFR1;VAV2;SPP1;JAG2;FSTL1;NRP1;ITGAV;PGLYRP1;VEGFA;COL5A2;VTN;PTK2,LRPAP1;KCNJ8;TNFRSF21;MSX1;THBD;CCND2;SERPINA5;LUM;TIMP1;APP;OLR1;COL3A1
HALLMARK_E2F_TARGETS,-0.3779020319898128,-1.6354883776581932,0.0,0.026771653543307086,200,197,RAN;RRM2;TUBB;PRDX4;MYC;HMGB3;PRPS1;RANBP1;IPO7;MTHFD2;TFRC;RNASEH2A;TUBG1;NME1;H2AFZ;NOLC1;POLE4;POP7;CTCF;HMGA1;DCTPP1;SNRPB;UBE2S;TCF19;TIMELESS;PA2G4;DSCC1;CDKN2A;POLD2;PAICS;NUP205;TIPIN;CDC25B;RFC3;NBN;DUT;ILF3;PTTG1;CKS2;ANP32E;MKI67;PRKDC;SPC24;HUS1;SYNCRIP;TRIP13;H2AFX;LYAR;RBBP7;CENPM;LMNB1;NUDT21;AK2;POLE;MCM4;UNG;STMN1;PDS5B;SPC25;MAD2L1;TMPO;POLD3;TP53;NAP1L1;MXD3;HN1;SUV39H1;PSIP1;NCAPD2;KIF18B;DDX39A;POLD1;CENPE;RAD21;PHF5A;KPNA2;BIRC5;HELLS;DEK;GINS4;GINS1;SMC1A;DEPDC1;TBRG4;NOP56;GSPT1;SSRP1;SMC6;UBR7;KIF4A;PLK1;XPO1;ORC2;CIT;ING3;CHEK2;CCNB2;BUB1B;TRA2B;LUC7L3;POLA2;UBE2T;MLH1;DCLRE1B;AURKA;BRCA2;PCNA;ATAD2;KIF22;CCP110;SRSF2;CDC20;NAA38;EIF2S1;DCK;XRCC6;CDK1;LBR;WEE1;HMMR;RPA3;CKS1B;DIAPH3;RAD1;CDK4;ESPL1;RPA1;USP1;MSH2;ORC6;CDKN3;BRMS1L;ASF1B;NASP;HMGB2;RAD50;CDCA3;SPAG5;PAN2;DLGAP5;KIF2C;RAD51AP1;RPA2;SMC3;SLBP;CDCA8;SMC4;AURKB;MMS22L;PMS2;CBX5;CSE1L;EXOSC8;HNRNPD;TACC3;SRSF1;EED;GINS3;RFC2;TK1;MYBL2;LIG1;SHMT1;NUP153;TOP2A;CHEK1;NUP107;PNN;MCM2;DNMT1;WDR90;MCM3;RFC1;CDKN2C;BARD1;STAG1;CDC25A;RACGAP1;DONSON;PLK4;MELK;RAD51C;BRCA1;CCNE1;CDKN1B;ASF1A;CDKN1A;PPM1D;PRIM2;PPP1R8;EZH2;MCM7;E2F8;ZW10;MCM5;MCM6;PSMC3IP,EIF2S1;DCK;XRCC6;CDK1;LBR;WEE1;HMMR;RPA3;CKS1B;DIAPH3;RAD1;CDK4;ESPL1;RPA1;USP1;MSH2;ORC6;CDKN3;BRMS1L;ASF1B;NASP;HMGB2;RAD50;CDCA3;SPAG5;PAN2;DLGAP5;KIF2C;RAD51AP1;RPA2;SMC3;SLBP;CDCA8;SMC4;AURKB;MMS22L;PMS2;CBX5;CSE1L;EXOSC8;HNRNPD;TACC3;SRSF1;EED;GINS3;RFC2;TK1;MYBL2;LIG1;SHMT1;NUP153;TOP2A;CHEK1;NUP107;PNN;MCM2;DNMT1;WDR90;MCM3;RFC1;CDKN2C;BARD1;STAG1;CDC25A;RACGAP1;DONSON;PLK4;MELK;RAD51C;BRCA1;CCNE1;CDKN1B;ASF1A;CDKN1A;PPM1D;PRIM2;PPP1R8;EZH2;MCM7;E2F8;ZW10;MCM5;MCM6;PSMC3IP
