"","x"
"TCGA.AA.3697",0.273638036898644
"TCGA.DM.A1D9",0.270634281563225
"TCGA.D5.6922",0.269103268484716
"TCGA.AA.A02F",0.268270997578673
"TCGA.SS.A7HO",0.268005853889719
"TCGA.AA.3982",0.267864816499992
"TCGA.A6.5659",0.266776889571519
"TCGA.AA.3538",0.26642918598701
"TCGA.A6.6138",0.26622372906735
"TCGA.CM.5344",0.264514850101255
"TCGA.D5.6533",0.263684143295005
"TCGA.AA.3516",0.262680706996208
"TCGA.D5.6532",0.260660428899774
"TCGA.A6.5662",0.25973846049941
"TCGA.AA.3971",0.25801125667003
"TCGA.AA.3976",0.257442547077475
"TCGA.AA.3496",0.25701529694246
"TCGA.AA.3531",0.256907245886603
"TCGA.A6.6137",0.256880365904351
"TCGA.G4.6315",0.254933188113253
"TCGA.CM.6163",0.254659563967247
"TCGA.AA.3973",0.254276240693606
"TCGA.AA.3862",0.252884990561293
"TCGA.F4.6806",0.252586990879108
"TCGA.AD.6965",0.251494003714275
"TCGA.AA.3519",0.250794250640478
"TCGA.AA.3872",0.250757549337098
"TCGA.AA.3495",0.250516699561791
"TCGA.AA.3553",0.250328208459877
"TCGA.AA.3844",0.250227346614054
"TCGA.CM.5349",0.250122813134314
"TCGA.AA.3970",0.250120453951961
"TCGA.A6.4107",0.250113944401617
"TCGA.AA.3561",0.250016535004908
"TCGA.AZ.5403",0.249271011411271
"TCGA.AA.A02W",0.248776138844845
"TCGA.CM.4750",0.248139008077886
"TCGA.D5.5539",0.245583573222404
"TCGA.AA.A01K",0.24423439644952
"TCGA.AA.A00Z",0.243234688307217
"TCGA.AA.3692",0.242562986325452
"TCGA.A6.5666",0.24210252398819
"TCGA.A6.5667",0.241899480546914
"TCGA.AA.A03J",0.241617431772502
"TCGA.CA.5256",0.241087011556546
"TCGA.A6.2675",0.240746127588945
"TCGA.CM.5862",0.240630059853315
"TCGA.AY.A69D",0.240618328878245
"TCGA.AA.A02E",0.240483680998315
"TCGA.AZ.4681",0.23983883287443
"TCGA.AA.3509",0.239085051660705
"TCGA.AA.A02H",0.238907968387218
"TCGA.AA.3819",0.236851009373615
"TCGA.AA.3814",0.235599365908688
"TCGA.AA.3846",0.235360536881624
"TCGA.CK.6748",0.23500116521191
"TCGA.AA.3866",0.234914829550058
"TCGA.AA.3989",0.234715675261645
"TCGA.AA.3532",0.233156112597674
"TCGA.AA.3712",0.232597951683647
"TCGA.AA.3955",0.231059361942415
"TCGA.AY.4071",0.230621225559999
"TCGA.AA.A00F",0.230317476847427
"TCGA.CM.5868",0.227699505112075
"TCGA.5M.AATE",0.22649165651957
"TCGA.AA.3975",0.226158561761599
"TCGA.DM.A28H",0.223805896729118
"TCGA.CM.6164",0.221719459702502
"TCGA.A6.6648",0.220086593960568
"TCGA.AZ.6603",0.217348165669519
"TCGA.D5.6535",0.217019461473182
"TCGA.CA.6715",0.216893202384527
"TCGA.AA.3552",0.216698914871756
"TCGA.AD.6890",0.215096693151519
"TCGA.AA.3939",0.214784773411101
"TCGA.A6.2677",0.213395398722461
"TCGA.AZ.4682",0.213296754085916
"TCGA.NH.A50U",0.211600093960387
"TCGA.AA.3678",0.210895381306108
"TCGA.DM.A28A",0.210778349131563
"TCGA.AY.A8YK",0.210624618648402
"TCGA.A6.6782",0.209431934896635
"TCGA.F4.6808",0.207201392228947
"TCGA.F4.6459",0.206588750715232
"TCGA.AD.6963",0.204858378562182
"TCGA.AA.3542",0.204707294285111
"TCGA.DM.A28F",0.20376371309926
"TCGA.DM.A1HA",0.203235060740851
"TCGA.AY.5543",0.200875835257524
"TCGA.AA.A00W",0.200702645759883
"TCGA.DM.A1D4",0.200656548692072
"TCGA.CA.6719",0.200516172549135
"TCGA.AA.3693",0.199593421173261
"TCGA.AD.6888",0.199344775793448
"TCGA.DM.A1D0",0.199301889895934
"TCGA.AZ.6605",0.197583141287846
"TCGA.G4.6310",0.196362129909912
"TCGA.D5.5537",0.195726639212812
"TCGA.CM.4747",0.195337590516334
"TCGA.D5.5540",0.194799430156322
"TCGA.D5.6926",0.192556957702262
"TCGA.G4.6311",0.19119145846313
"TCGA.AA.3688",0.190965185234591
"TCGA.G4.6626",0.190937303916924
"TCGA.CA.5797",0.190459762461236
"TCGA.AA.3869",0.190291671418694
"TCGA.CM.6170",0.189827874222384
"TCGA.AA.3679",0.189668494221082
"TCGA.CK.5912",0.189192434278239
"TCGA.AA.A00Q",0.187193246281009
"TCGA.AA.A01C",0.186023995709639
"TCGA.CM.6172",0.184161045561523
"TCGA.G4.6306",0.183715960715668
"TCGA.NH.A8F8",0.182572676256952
"TCGA.A6.6140",0.182326428028046
"TCGA.DM.A282",0.178986227160323
"TCGA.G4.6294",0.177711498131994
"TCGA.NH.A8F7",0.177315443007682
"TCGA.CM.4752",0.176815594263756
"TCGA.DM.A0XF",0.167991925517952
"TCGA.DM.A285",0.167576390460955
"TCGA.AA.A017",0.167075498129788
"TCGA.AA.3851",0.166493023651664
"TCGA.AU.3779",0.165712904758642
"TCGA.AA.3548",0.164154351682211
"TCGA.G4.6307",0.163818723315428
"TCGA.AA.A02K",0.157020007767933
"TCGA.CM.6166",0.154123490991254
"TCGA.AZ.6608",0.149161838631519
"TCGA.CK.5914",0.1465909808359
"TCGA.CM.6679",0.143261436245982
"TCGA.D5.6929",0.139677712409015
"TCGA.A6.5656",0.139257295814792
"TCGA.F4.6460",0.136504635424913
"TCGA.G4.6317",0.131057814733804
"TCGA.4N.A93T",0.12562106360151
"TCGA.T9.A92H",0.125150250045758
"TCGA.DM.A1DB",0.122988002172219
