,RNF43_G659fs_vs_GFP_RNF43_G659fs_mutspec_TPM_filtered_transformed_gene_set_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_gene_set_diff_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_phenotype_signal_to_noise,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_zscore_phenotype_log2_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_phenotype_diff_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_gene_set_log2_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_gene_set_signal_to_noise,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_phenotype_ratio_of_classes,RNF43_G659fs_vs_GFP_RNF43_G659fs_mutspec_TPM_filtered_transformed_phenotype_log2_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_phenotype_diff_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_zscore_phenotype_diff_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_gene_set_t_test,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_zscore_phenotype_t_test,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_zscore_gene_set_log2_ratio_of_classes,RNF43_G659fs_vs_GFP_RNF43_G659fs_mutspec_TPM_filtered_transformed_gene_set_diff_of_classes,RNF43_G659fs_vs_RNF43_WT_RNF43_G659fs_mutspec_TPM_filtered_transformed_gene_set_log2_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_gene_set_log2_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_gene_set_t_test,RNF43_G659fs_vs_RNF43_WT_TPM_gene_set_diff_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_zscore_phenotype_log2_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_zscore_gene_set_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_phenotype_log2_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_RNF43_G659fs_mutspec_TPM_filtered_transformed_gene_set_signal_to_noise,RNF43_G659fs_vs_RNF43_WT_TPM_gene_set_signal_to_noise,RNF43_G659fs_vs_RNF43_WT_TPM_phenotype_log2_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_RNF43_G659fs_mutspec_TPM_filtered_transformed_gene_set_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_RNF43_G659fs_mutspec_TPM_filtered_transformed_gene_set_diff_of_classes,RNF43_G659fs_vs_RNF43_WT_RNF43_G659fs_mutspec_TPM_filtered_transformed_gene_set_t_test,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_zscore_phenotype_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_zscore_phenotype_t_test,RNF43_G659fs_vs_GFP_RNF43_G659fs_mutspec_TPM_filtered_transformed_gene_set_t_test,RNF43_G659fs_vs_GFP_RNF43_G659fs_mutspec_TPM_filtered_transformed_gene_set_signal_to_noise,RNF43_G659fs_vs_GFP_RNF43_G659fs_mutspec_TPM_filtered_transformed_gene_set_log2_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_phenotype_signal_to_noise,RNF43_G659fs_vs_GFP_TPM_phenotype_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_zscore_phenotype_signal_to_noise,RNF43_G659fs_vs_RNF43_WT_RNF43_G659fs_mutspec_TPM_filtered_transformed_phenotype_t_test,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_phenotype_log2_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_gene_set_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_gene_set_signal_to_noise,RNF43_G659fs_vs_GFP_TPM_phenotype_t_test,RNF43_G659fs_vs_RNF43_WT_TPM_phenotype_diff_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_phenotype_signal_to_noise,RNF43_G659fs_vs_GFP_TPM_gene_set_diff_of_classes,RNF43_G659fs_vs_GFP_TPM_phenotype_diff_of_classes,RNF43_G659fs_vs_GFP_RNF43_G659fs_mutspec_TPM_filtered_transformed_phenotype_signal_to_noise,RNF43_G659fs_vs_RNF43_WT_TPM_gene_set_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_phenotype_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_zscore_gene_set_diff_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_gene_set_diff_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_phenotype_t_test,RNF43_G659fs_vs_RNF43_WT_RNF43_G659fs_mutspec_TPM_filtered_transformed_phenotype_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_RNF43_G659fs_mutspec_TPM_filtered_transformed_phenotype_log2_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_phenotype_ratio_of_classes,RNF43_G659fs_vs_GFP_RNF43_G659fs_mutspec_TPM_filtered_transformed_phenotype_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_zscore_gene_set_t_test,RNF43_G659fs_vs_GFP_RNF43_G659fs_mutspec_TPM_filtered_transformed_phenotype_t_test,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_zscore_phenotype_signal_to_noise,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_zscore_gene_set_signal_to_noise,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_zscore_gene_set_t_test,RNF43_G659fs_vs_RNF43_WT_RNF43_G659fs_mutspec_TPM_filtered_transformed_phenotype_diff_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_phenotype_t_test,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_gene_set_t_test,RNF43_G659fs_vs_GFP_TPM_phenotype_log2_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_gene_set_t_test,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_zscore_phenotype_diff_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_zscore_gene_set_diff_of_classes,RNF43_G659fs_vs_RNF43_WT_RNF43_G659fs_mutspec_TPM_filtered_transformed_phenotype_signal_to_noise,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_zscore_gene_set_signal_to_noise,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_zscore_phenotype_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_gene_set_signal_to_noise,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_gene_set_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_gene_set_log2_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_zscore_gene_set_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_zscore_gene_set_log2_ratio_of_classes,RNF43_G659fs_vs_GFP_RNF43_G659fs_mutspec_TPM_filtered_transformed_phenotype_diff_of_classes,RNF43_G659fs_vs_GFP_TPM_phenotype_signal_to_noise,RNF43_G659fs_vs_GFP_TPM_gene_set_log2_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_gene_set_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_phenotype_t_test
HALLMARK_MYC_TARGETS_V1,,0.5743731918997106,0.06970387243735764,1000000000.0,0.1676737160120846,1.0,0.0,0.5432692307692307,,0.5595357214328598,0.5100463678516228,0.0,0.3884234577303885,1000000000.0,,,1.0,0.0017876096307468856,0.4958664496153723,1000000000.0,1.0,0.5420560747663552,,0.0,1.0,,,,0.7263554583029419,0.2367041198501873,,,,0.3677333225454105,0.7348169495143557,0.3677333225454105,,1.0,0.5119735393815269,0.008570029382957884,0.13706530958439356,1.0,0.23712574850299406,0.693924245337435,0.6750684931506848,,0.0,1.0,0.016019417475728152,0.09645669291338584,0.05707762557077625,,,0.5916971730730121,,0.0005641112427370678,,0.23712574850299406,0.0,0.016064871481028153,,0.3884234577303885,0.016064871481028153,1.0,0.0005641112427370678,0.3601944231261192,0.0010912698412698413,,0.008570029382957884,1.0,0.0,0.6312024289814084,1.0,0.9600895128312458,1000000000.0,,0.17161339421613395,0.6797177857032098,0.0,0.2367041198501873
HALLMARK_MYC_TARGETS_V2,,0.34867786631477443,0.14414072386737534,1000000000.0,0.9531722054380664,1.0,0.05816686251468861,0.5246394230769231,,0.538837588267246,0.6446986089644513,0.00030596010280259454,0.7726157231107725,1000000000.0,,,1.0,0.07776101893748953,0.3028104950684669,1000000000.0,0.711358678716111,0.9725467289719626,,0.0,1.0,,,,0.0,0.4169787765293384,,,,0.7609531129900077,0.6589817483189242,0.7609531129900077,,1.0,0.6004926075403757,0.10871694417238,0.4683337720452751,1.0,0.35029940119760483,0.6332689057772289,0.7643074581430745,,0.0,0.8519057317427989,0.01423948220064725,0.1328740157480315,0.13888888888888887,,,0.568354245695944,,0.00037607416182471184,,0.35029940119760483,0.0003432297923459757,0.11516100178890876,,0.7726157231107725,0.11516100178890876,1.0,0.00037607416182471184,0.7983773709023134,0.005820105820105821,,0.10871694417238,0.4107142857142857,0.0003432297923459757,0.5110715096989688,1.0,0.7084554206781079,1000000000.0,,0.4503227838135727,1.0,0.0,0.4169787765293384
HALLMARK_MYOGENESIS,,1.0,0.08926458157227388,1000000000.0,0.8857543017206883,1.0,0.9893917963224894,0.9145255224391916,,0.6658995013425393,0.9145936981757876,0.013369778358785429,0.6838792804400614,1000000000.0,,,1.0,0.9371528828565022,0.4003228687229512,1000000000.0,0.8609769398566531,0.9744937694704048,,0.007559858114099911,1.0,,,,0.662090345438441,0.2145922746781116,,,,0.7211892263160478,0.9825888568683958,0.7211892263160478,,1.0,0.8739692722660617,1.0,0.37613445378151256,0.5254803675856307,0.274914089347079,0.620816509645581,0.5273972602739726,,0.8778193823730724,1.0,0.9807063784923564,0.04221328819297503,0.11267821554499464,,,0.970357941834452,,0.007436556874167261,,0.274914089347079,0.0059042405978043605,1.0,,0.6838792804400614,1.0,1.0,0.007436556874167261,0.6918767507002801,0.023609719438877755,,1.0,0.7221726190476191,0.0059042405978043605,0.7633406812793745,1.0,0.9091344312523936,1000000000.0,,0.3655143338954469,1.0,0.5859939917228629,0.2145922746781116
HALLMARK_NOTCH_SIGNALING,,0.770920390013929,0.0,1000000000.0,0.7028061224489797,1.0,0.2548262548262548,1.0,,0.7615051789694506,0.8457711442786071,0.004159486600511022,0.8453922315308454,1000000000.0,,,0.9895165987186954,0.22745791508468996,1.0,1000000000.0,1.0,1.0,,0.002926396689328998,1.0,,,,0.7022649626724028,0.15450643776824036,,,,0.8205889368920459,1.0,0.8205889368920459,,1.0,0.6561226231351526,0.4071638449699175,0.4747073791348601,0.0,0.21993127147766325,1.0,1.0,,0.5200925418342981,1.0,0.9596471621859076,0.01306601777401608,0.00983698707138842,,,0.6653305990554312,,0.004647848046354539,,0.21993127147766325,0.008856360896706541,0.6298449612403101,,0.8453922315308454,0.6298449612403101,1.0,0.004647848046354539,0.3909774436090225,0.0,,0.4071638449699175,1.0,0.008856360896706541,0.3993345256415589,0.9052503272989934,0.7670211825707803,1000000000.0,,0.4511578604044357,0.5014730966041246,0.6488971627939296,0.15450643776824036
HALLMARK_OXIDATIVE_PHOSPHORYLATION,,0.9003092474977554,0.7699316628701595,1000000000.0,0.9984894259818732,1.0,0.010832695043221359,0.576923076923077,,0.5543726235741445,0.5550504591326484,0.20491677885203768,0.5017136329017516,1000000000.0,,,1.0,0.05745888098829275,1.0,1000000000.0,1.0,1.0,,0.2690595119166548,1.0,,,,0.9669323885444346,0.9658978907944018,,,,0.5091468101460415,0.6895773294908741,0.5091468101460415,,1.0,0.3718535239369432,0.050370784944732065,0.23496910214467465,0.8762485924957321,0.9787777386403664,0.7151646661356332,0.4848963821566562,,0.0,0.8852681602172437,0.01025242718446602,0.9998359580052494,0.7595129375951294,,,0.5554766821545345,,0.5700995005445842,,0.9787777386403664,0.6110810418344312,0.02325581395348837,,0.5017136329017516,0.02325581395348837,1.0,0.5700995005445842,0.9677666922486571,0.7929166666666667,,0.050370784944732065,1.0,0.6110810418344312,0.4847564779769579,1.0,0.9531788586748372,1000000000.0,,0.271689497716895,1.0,0.0,0.9658978907944018
HALLMARK_P53_PATHWAY,0.9361640670132872,1.0,0.5524677296886864,1000000000.0,0.8805272108843538,1.0,0.0871051390853371,0.9742558894061222,1000000000.0,0.7004219409282699,0.648424543946932,0.3604021827401113,0.01684919966301601,1000000000.0,1.0,1000000000.0,1.0,0.13740601112245113,0.5654122378626831,1000000000.0,0.987052473944808,1.0,0.17036172695449242,0.17075345289631005,1.0,0.9911773653787648,0.875,0.20615384615384616,0.6336444777543094,0.9833163091590056,0.21242891957757926,0.1413162206444566,1000000000.0,0.01668056713928274,0.7497598463016331,0.01668056713928274,0.9019607843137256,1.0,0.8446474855611963,0.3793597175306169,0.005042016806722689,1.0,0.9406641262928688,1.0,0.9305087127599776,0.05660377358490566,0.9892844201335566,1.0,0.3559002936968145,0.38154318174419743,0.4398538504777965,0.9838709677419356,1000000000.0,0.5529921700223714,0.6327683615819211,0.39498043559644497,0.05555555555555555,0.9406641262928688,0.3468181038114108,0.4047758121940365,0.9607843137254902,0.01684919966301601,0.4047758121940365,1.0,0.39498043559644497,0.7140768588137009,0.08313877755511022,0.8627450980392157,0.3793597175306169,0.9728794642857144,0.3468181038114108,0.6118254612659564,1.0,0.8385850074858118,1000000000.0,1.0,0.004777965148960089,1.0,0.8298798577994394,0.9833163091590056
HALLMARK_PANCREAS_BETA_CELLS,,0.2025072324011572,0.59569710686336,1000000000.0,0.7336934773909564,1.0,0.010291060291060292,1.0,,0.7452471482889733,0.4766971822613245,0.8141006595757324,0.1485148514851485,1000000000.0,,,0.3535235876528829,0.0338704982667831,0.632385329886048,1000000000.0,1.0,1.0,,0.9037836240023648,1.0,,,,0.9242197397212946,0.7947313896699718,,,,0.1509328488575222,1.0,0.1509328488575222,,1.0,0.4703749439458132,0.011753183153770812,0.0962730130220027,1.0,0.782083185211518,0.9877587643401908,1.0,,0.8974513830172727,1.0,0.016188042922841085,0.6572907449441516,0.5690082209106241,,,0.9146392617449666,,0.9633129860874416,,0.782083185211518,0.9495352096888271,0.009343853820598007,,0.1485148514851485,0.009343853820598007,1.0,0.9633129860874416,0.8989139515455304,0.9834168336673348,,0.011753183153770812,1.0,0.9495352096888271,0.5322616423352605,1.0,1.0,1000000000.0,,0.11522965350523773,1.0,0.7247210830835921,0.7947313896699718
HALLMARK_PEROXISOME,,1.0,0.488357377879018,1000000000.0,0.8155782312925169,1.0,0.5269094766619519,0.9655967533665376,,0.7890295358649788,0.7019900497512438,0.3901697372508779,0.3268744734625105,1000000000.0,,,1.0,0.3817375184853471,0.9656994916535,1000000000.0,0.8667108133374882,1.0,,0.44405534941249225,0.9954510993176648,,,,0.7425450250959552,0.9202782236490102,,,,0.36196830692243537,0.8144557971647309,0.36196830692243537,,1.0,0.4112041443286549,1.0,0.028361344537815133,0.9295261964434895,0.8199315654405475,1.0,0.9726571910383042,,0.9419011957965938,0.9064211050273768,0.4169346336320506,0.7773329825805493,0.4654997463216642,,,0.7007829977628636,,0.8345877385967881,,0.8199315654405475,0.8267833647960643,1.0,,0.3268744734625105,1.0,0.9532828282828284,0.8345877385967881,0.7972274436090226,0.8040587754456281,,1.0,0.8064935064935065,0.8267833647960643,0.5298591040645673,0.8621215997271255,0.8265511298353121,1000000000.0,,0.05016863406408094,1.0,0.9173126614987079,0.9202782236490102
HALLMARK_PI3K_AKT_MTOR_SIGNALING,,1.0,0.5339934790484241,1000000000.0,0.9659041864479929,1.0,0.13088502727823806,0.9264588329336532,,0.6818565400843882,0.5673714759535655,0.6037872935787251,0.4166347553036685,1000000000.0,,,1.0,0.13491551043362085,0.6187956845095598,1000000000.0,1.0,0.4633956386292834,,0.6137251723513201,1.0,,,,0.3555798687089716,1.0,,,,0.3609068162862992,0.9424257611828092,0.3609068162862992,,1.0,0.4320310913889613,0.6684494766253805,0.05596638655462185,1.0,0.8685567010309279,1.0,1.0,,0.8926129794833746,1.0,0.26009910384818136,0.7236439195100614,0.5071513334582475,,,0.5420084514044247,,0.9441529869690304,,0.8685567010309279,0.95255081644577,0.7348860981308409,,0.4166347553036685,0.7348860981308409,0.931372549019608,0.9441529869690304,0.7457532720690615,0.7742755781833939,,0.6684494766253805,0.8552795031055901,0.95255081644577,0.5254197340875376,1.0,0.4674201199944189,1000000000.0,,0.05016863406408095,1.0,0.6154912711917817,1.0
HALLMARK_PROTEIN_SECRETION,,1.0,0.025816249050873197,1000000000.0,0.1903323262839879,1.0,0.0024752475247524753,0.7355769230769231,,0.8691983122362869,0.6202321724709785,0.0013768204626116753,0.050547598989048016,1000000000.0,,,1.0,0.0,0.6668451246158802,1000000000.0,0.8753549968610803,0.8427903871829105,,0.0019274376417233558,1.0,,,,0.7306970928415129,0.16479400749063672,,,,0.0,0.985645933014354,0.0,,1.0,0.0,0.008340631385795905,0.0,0.9727551803530314,0.09880239520958084,0.9348344332354566,1.0,,0.0,0.7006109979633401,0.00860305745914602,0.2297244094488189,0.01902587519025875,,,0.8075842696629213,,0.009401854045617795,,0.09880239520958084,0.004633602196670672,0.02837116154873164,,0.050547598989048016,0.02837116154873164,0.9982638888888888,0.009401854045617795,0.4009976976208749,0.06198412698412699,,0.008340631385795905,0.8054347826086957,0.004633602196670672,0.005747126436781609,1.0,0.9554206781079948,1000000000.0,,0.0,1.0,0.0,0.16479400749063672
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY,,0.25106764017082245,0.3248968226343792,1000000000.0,0.7755102040816326,0.9637352050646848,0.0012251262251262252,1.0,,0.5792141951837769,0.4182380216383307,0.049859109119283436,0.1627951256664128,1000000000.0,,,0.4159121091392008,0.0034475328592975646,1.0,1000000000.0,1.0,0.7593457943925233,,0.07608631392255395,1.0,,,,0.6461872936629358,0.5550786838340487,,,,0.2536510376633359,0.7661970327676381,0.2536510376633359,,1.0,1.0,0.015555683585873137,0.04187568157033806,1.0,0.6796487208858343,0.6329552009228995,0.6291095890410959,,0.4978862181422877,1.0,0.003661581137309293,0.6601590699758532,0.2829580398769964,,,0.767337807606264,,0.15767271182014156,,0.6796487208858343,0.21817574780458016,0.010901162790697676,,0.1627951256664128,0.010901162790697676,0.943103448275862,0.15767271182014156,0.7370453159926844,0.410167992234469,,0.015555683585873137,1.0,0.21817574780458016,0.4419308634529801,0.04304160688665711,0.6851355376824546,1000000000.0,,0.08036529680365298,0.3351682431384711,0.6028142265918783,0.5550786838340487
HALLMARK_SPERMATOGENESIS,,1.0,0.5179384965831435,1000000000.0,1.0,1.0,0.16279172560113153,1.0,,0.6143459915611814,0.5578062070599384,0.054384408273161176,0.2021903959561921,1000000000.0,,,1.0,0.2836693674366291,0.7336972134444125,1000000000.0,1.0,1.0,,0.07976963512677797,1.0,,,,0.9336250911743252,0.8202247191011236,,,,0.19063505302037406,0.9726224783861672,0.19063505302037406,,1.0,0.9695600666626508,0.5351110793372773,0.006050420168067228,1.0,0.8572230538922156,1.0,1.0,,0.07399099270098182,1.0,0.3707678791073625,1.0,0.36529680365296796,,,0.9791550149142432,,0.1556947029954307,,0.8572230538922156,0.1419941650935301,0.5605688537097082,,0.2021903959561921,0.5605688537097082,1.0,0.1556947029954307,1.0,0.9544642857142858,,0.5351110793372773,0.9922360248447204,0.1419941650935301,0.641909752119651,0.5294320798158098,0.97517266638761,1000000000.0,,0.003583473861720067,1.0,0.015167748576710572,0.8202247191011236
HALLMARK_TGF_BETA_SIGNALING,,0.1832208293153327,0.04649196956889265,1000000000.0,0.7310799319727892,1.0,0.2843873650325263,1.0,,0.661596958174905,0.7486752042393464,0.0067591657258304115,0.8062234794908062,1000000000.0,,,0.8032794229649208,0.3399341539758997,0.7350092334797489,1000000000.0,0.9959347290291508,1.0,,0.001950931126219332,1.0,,,,0.6449291408325952,0.2317596566523605,,,,0.7932359723289777,0.6986971661863594,0.7932359723289777,,1.0,0.3115813806397205,0.4142997061704212,0.5177049987687761,0.8361319966583124,0.22778595974472265,1.0,0.951096121416526,,0.5121391472400049,1.0,0.10679611650485436,0.0085431654676259,0.05902192242833053,,,0.6631991051454139,,0.01859139218541815,,0.22778595974472265,0.015744641594144963,0.5002004811547714,,0.8062234794908062,0.5002004811547714,0.9495073891625616,0.01859139218541815,0.7612212349054454,0.024521543086172347,,0.4142997061704212,0.9353084415584416,0.015744641594144963,0.3638474752936343,0.886415963161934,0.6903485254691689,1000000000.0,,0.5234731735159818,1.0,0.7013886262893637,0.2317596566523605
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.8795493934142115,0.07232401157184186,0.4343678299722256,1000000000.0,0.7324263038548753,1.0,0.0,0.9384621335189912,1000000000.0,0.3650190114068441,0.025502318392581144,0.015135909574081778,0.0,1000000000.0,0.0,1000000000.0,0.049504950495049514,0.0,0.9407400522893776,1000000000.0,1.0,1.0,0.018114450391107453,0.007370184254606366,1.0,0.6599532983070636,0.6277173913043478,0.025,0.8488337762031297,0.7385407725321887,0.0,0.0,1000000000.0,0.0,1.0,0.0,0.979591836734694,1.0,1.0,0.0,0.0,0.9432151808091658,0.7296678121420391,0.6277455800624423,0.4244292237442922,1.0,0.7385944594047306,1.0,0.0,0.009925148116800677,0.4939878290197229,1.0,1000000000.0,1.0,0.8107344632768363,0.0610655727936427,1.0,0.7296678121420391,0.049202004981703004,0.0,0.5,0.0,0.0,0.9051724137931034,0.0610655727936427,0.7674742411584516,0.02246993987975952,1.0,0.0,0.9945652173913044,0.049202004981703004,0.9660192155721,0.748273215656178,0.7389888931443891,1000000000.0,1.0,0.0,0.005117072414327802,0.6844874207324577,0.7385407725321887
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,,0.7955641272902604,0.0,1000000000.0,0.04531722054380665,1.0,0.0011434511434511435,0.6923076923076924,,0.584381398069611,0.4420401854714065,0.0,0.05712109672505712,1000000000.0,,,1.0,0.009463815692189395,0.5645408407545724,1000000000.0,1.0,0.09345794392523364,,0.0,1.0,,,,1.0,0.0,,,,0.06341275941583398,0.6973810607209667,0.06341275941583398,,1.0,0.33738018702779865,0.015609696376101862,0.006106870229007634,1.0,0.0,0.6238009784443164,0.7089919213206886,,0.0,1.0,0.044854368932038834,0.002952755905511811,0.0,,,0.6794808527437821,,0.0,,0.0,0.0,0.010497416020671837,,0.05712109672505712,0.010497416020671837,1.0,0.0,0.1857252494244052,0.0021825396825396826,,0.015609696376101862,1.0,0.0,0.4141461460497311,1.0,0.9947767849018144,1000000000.0,,0.006278538812785389,1.0,0.0,0.0
HALLMARK_UV_RESPONSE_DN,,0.6156219864995178,0.08622147083685545,1000000000.0,0.8832199546485261,1.0,0.05227205227205228,1.0,,0.6013688212927757,0.6650219950065389,0.013388347495394855,0.5038080731150039,1000000000.0,,,1.0,0.07751725398784222,1.0,1000000000.0,1.0,0.8963815789473684,,0.009949748743718591,1.0,,,,0.6687333923826395,0.3605150214592275,,,,0.5204787526078841,1.0,0.5204787526078841,,1.0,0.32042635078985393,0.11357643336095835,0.14270791482523099,0.6079086605402394,0.4627720504009164,0.6791837690076322,0.3055555555555555,,0.8309439081271429,1.0,0.07330485436893204,0.00924672027084215,0.055333052276559866,,,0.5446728187919463,,0.04807202836515265,,0.4627720504009164,0.04352485056073728,0.09144864341085272,,0.5038080731150039,0.09144864341085272,1.0,0.04807202836515265,0.6986911723753828,0.024301728456913828,,0.11357643336095835,1.0,0.04352485056073728,0.4252658431421481,0.8014522699096758,0.5820327460743011,1000000000.0,,0.18769526556116314,1.0,0.5863895143532126,0.3605150214592275
HALLMARK_UV_RESPONSE_UP,,0.2555448408871745,0.04463229078613694,1000000000.0,0.4846938775510205,1.0,0.0,0.9062083666400214,,0.6017110266159696,0.5064031795098255,0.006239229900766534,0.17212490479817213,1000000000.0,,,0.9749563191613281,0.002925179395767631,1.0,1000000000.0,0.9502384084182834,0.9558950831024932,,0.0040969553650605966,1.0,,,,0.7270445822261589,0.3347639484978541,,,,0.17217524980784013,0.7192544692017525,0.17217524980784013,,0.9748172217709179,0.3211372808866935,0.011543304883167762,0.02849872773536896,0.8635651629072679,0.3134020618556701,0.6340126898673333,0.6095890410958904,,0.7879373515319885,1.0,0.0032038834951456318,0.007286817604739738,0.05902192242833053,,,0.8036493288590604,,0.023006847829454963,,0.3134020618556701,0.035425443586826165,0.009249471458773785,,0.17212490479817213,0.009249471458773785,1.0,0.023006847829454963,0.905764411027569,0.013677354709418835,,0.011543304883167762,1.0,0.035425443586826165,0.3888727141648991,0.8457661806088513,0.6568364611260054,1000000000.0,,0.0334855403348554,1.0,0.5416248052129404,0.3347639484978541
HALLMARK_WNT_BETA_CATENIN_SIGNALING,,0.3114186851211073,0.02092138630600169,1000000000.0,0.9370748299319728,1.0,0.9939129116993332,1.0,,0.5630833045281715,0.5429868624420402,0.008665597084397963,0.7177759056444818,1000000000.0,,,0.6176794150003235,1.0,0.7397651923309683,1000000000.0,1.0,1.0,,0.005039905409399941,1.0,,,,0.9767545111470524,0.2660944206008584,,,,0.6538782318598833,0.7295869356388088,0.6538782318598833,,1.0,0.3685601268999859,1.0,0.3734243697478992,0.9915172546751492,0.2657502863688431,0.8618899548495316,0.8829195205479452,,0.7964461623116049,0.9760452961672474,0.09266616878267364,0.08342149809564113,0.05902192242833053,,,0.8246390075249135,,0.04523905431785083,,0.2657502863688431,0.039783335456634136,1.0,,0.7177759056444818,1.0,1.0,0.04523905431785083,0.6972431077694234,0.045777268823361014,,1.0,1.0,0.039783335456634136,0.3977994885600081,0.7470606293169609,0.980585620602364,1000000000.0,,0.35739179314221475,1.0,0.5820666902321197,0.2660944206008584
HALLMARK_XENOBIOTIC_METABOLISM,,1.0,0.3192448577063962,1000000000.0,0.8688586545729403,1.0,0.10634095634095636,0.9553157474020784,,0.8740204942736588,0.5011205564142195,0.21227561730562505,0.4912414318354912,1000000000.0,,,1.0,0.13109137292143827,0.6852616725057818,1000000000.0,1.0,0.9542636639676114,,0.2107449009754656,1.0,,,,0.673794761482981,0.6735938558843461,,,,0.5523723010271819,1.0,0.5523723010271819,,1.0,0.3607932902695444,0.09182174338883446,0.3521628498727735,0.8642606516290727,0.6771568095496473,0.7245914247260142,0.3139269406392694,,0.9568129659928188,1.0,0.04401857323765301,0.20723757128750775,0.3121949054761693,,,0.5796556165683683,,0.4650171970377715,,0.6771568095496473,0.4513201512961653,0.0482293868921776,,0.4912414318354912,0.0482293868921776,1.0,0.4650171970377715,0.7710944026733499,0.2688367807042657,,0.09182174338883446,0.9829761904761906,0.4513201512961653,0.373608950630121,1.0,0.6948168007149239,1000000000.0,,0.3736986301369863,1.0,0.810169216295138,0.6735938558843461
