,RNF43_G659fs_vs_GFP_RNF43_G659fs_mutspec_TPM_filtered_transformed_gene_set_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_gene_set_diff_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_phenotype_signal_to_noise,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_zscore_phenotype_log2_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_phenotype_diff_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_gene_set_log2_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_gene_set_signal_to_noise,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_phenotype_ratio_of_classes,RNF43_G659fs_vs_GFP_RNF43_G659fs_mutspec_TPM_filtered_transformed_phenotype_log2_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_phenotype_diff_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_zscore_phenotype_diff_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_gene_set_t_test,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_zscore_phenotype_t_test,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_zscore_gene_set_log2_ratio_of_classes,RNF43_G659fs_vs_GFP_RNF43_G659fs_mutspec_TPM_filtered_transformed_gene_set_diff_of_classes,RNF43_G659fs_vs_RNF43_WT_RNF43_G659fs_mutspec_TPM_filtered_transformed_gene_set_log2_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_gene_set_log2_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_gene_set_t_test,RNF43_G659fs_vs_RNF43_WT_TPM_gene_set_diff_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_zscore_phenotype_log2_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_zscore_gene_set_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_phenotype_log2_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_RNF43_G659fs_mutspec_TPM_filtered_transformed_gene_set_signal_to_noise,RNF43_G659fs_vs_RNF43_WT_TPM_gene_set_signal_to_noise,RNF43_G659fs_vs_RNF43_WT_TPM_phenotype_log2_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_RNF43_G659fs_mutspec_TPM_filtered_transformed_gene_set_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_RNF43_G659fs_mutspec_TPM_filtered_transformed_gene_set_diff_of_classes,RNF43_G659fs_vs_RNF43_WT_RNF43_G659fs_mutspec_TPM_filtered_transformed_gene_set_t_test,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_zscore_phenotype_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_zscore_phenotype_t_test,RNF43_G659fs_vs_GFP_RNF43_G659fs_mutspec_TPM_filtered_transformed_gene_set_t_test,RNF43_G659fs_vs_GFP_RNF43_G659fs_mutspec_TPM_filtered_transformed_gene_set_signal_to_noise,RNF43_G659fs_vs_GFP_RNF43_G659fs_mutspec_TPM_filtered_transformed_gene_set_log2_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_phenotype_signal_to_noise,RNF43_G659fs_vs_GFP_TPM_phenotype_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_zscore_phenotype_signal_to_noise,RNF43_G659fs_vs_RNF43_WT_RNF43_G659fs_mutspec_TPM_filtered_transformed_phenotype_t_test,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_phenotype_log2_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_gene_set_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_gene_set_signal_to_noise,RNF43_G659fs_vs_GFP_TPM_phenotype_t_test,RNF43_G659fs_vs_RNF43_WT_TPM_phenotype_diff_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_phenotype_signal_to_noise,RNF43_G659fs_vs_GFP_TPM_gene_set_diff_of_classes,RNF43_G659fs_vs_GFP_TPM_phenotype_diff_of_classes,RNF43_G659fs_vs_GFP_RNF43_G659fs_mutspec_TPM_filtered_transformed_phenotype_signal_to_noise,RNF43_G659fs_vs_RNF43_WT_TPM_gene_set_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_phenotype_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_zscore_gene_set_diff_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_gene_set_diff_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_phenotype_t_test,RNF43_G659fs_vs_RNF43_WT_RNF43_G659fs_mutspec_TPM_filtered_transformed_phenotype_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_RNF43_G659fs_mutspec_TPM_filtered_transformed_phenotype_log2_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_phenotype_ratio_of_classes,RNF43_G659fs_vs_GFP_RNF43_G659fs_mutspec_TPM_filtered_transformed_phenotype_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_zscore_gene_set_t_test,RNF43_G659fs_vs_GFP_RNF43_G659fs_mutspec_TPM_filtered_transformed_phenotype_t_test,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_zscore_phenotype_signal_to_noise,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_zscore_gene_set_signal_to_noise,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_zscore_gene_set_t_test,RNF43_G659fs_vs_RNF43_WT_RNF43_G659fs_mutspec_TPM_filtered_transformed_phenotype_diff_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_phenotype_t_test,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_gene_set_t_test,RNF43_G659fs_vs_GFP_TPM_phenotype_log2_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_gene_set_t_test,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_zscore_phenotype_diff_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_zscore_gene_set_diff_of_classes,RNF43_G659fs_vs_RNF43_WT_RNF43_G659fs_mutspec_TPM_filtered_transformed_phenotype_signal_to_noise,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_zscore_gene_set_signal_to_noise,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_zscore_phenotype_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_gene_set_signal_to_noise,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_gene_set_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_gene_set_log2_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_zscore_gene_set_ratio_of_classes,RNF43_G659fs_vs_GFP_TPM_filtered_transformed_zscore_gene_set_log2_ratio_of_classes,RNF43_G659fs_vs_GFP_RNF43_G659fs_mutspec_TPM_filtered_transformed_phenotype_diff_of_classes,RNF43_G659fs_vs_GFP_TPM_phenotype_signal_to_noise,RNF43_G659fs_vs_GFP_TPM_gene_set_log2_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_gene_set_ratio_of_classes,RNF43_G659fs_vs_RNF43_WT_TPM_filtered_transformed_phenotype_t_test
HALLMARK_COMPLEMENT,0.9523605150214592,0.4773802453460033,0.4135624495444585,1000000000.0,1.0,1.0,0.03721359372597263,1.0,1000000000.0,0.5897691316067034,0.6874407378674252,0.23457299082824906,0.4801710730948678,1000000000.0,0.34177215189873417,1000000000.0,1.0,0.059167950693374424,0.6974406820802233,1000000000.0,1.0,1.0,0.2612085769980507,0.24261692350682545,1.0,0.30565929330652114,0.33642972536348953,0.19378673383711167,0.9343705293276108,0.7100591715976331,0.2162412134665187,0.2133384340729406,1000000000.0,0.6036368180966069,1.0,0.6154618473895582,0.8465608465608465,1.0,0.3267470875677734,0.08068785870094665,0.1937150568729516,0.8583205521472392,0.6918968851938454,0.6809195424994693,0.6897760467380721,0.8181818181818182,0.8718489593816673,1.0,0.12821758135017,0.012826662402956173,0.5191721388367729,0.29411764705882354,1000000000.0,1.0,0.2641509433962264,0.40349535742095816,0.7794117647058824,0.7813234200743494,0.45008627064333256,0.062397688974482425,1.0,0.5021739130434782,0.07488159747407945,1.0,0.3809664361612414,0.5991304347826086,0.07502503199627872,0.9433962264150944,0.09848899364451363,0.9283854166666664,0.4767805656094719,0.3727390449282588,0.6170990457488265,0.9977100651241596,1000000000.0,1.0,0.2069686411149826,0.4327193256322198,0.6324931266733099,0.5846605196982397
HALLMARK_DNA_REPAIR,,1.0,0.0,1000000000.0,0.13432835820895522,1.0,0.010770221428274688,0.5412719891745602,,0.4215456674473068,0.748692540600055,0.00022925964418903222,0.032948929159802305,1000000000.0,,,1.0,0.006946907270261813,0.7543147861926842,1000000000.0,1.0,0.30991735537190085,,0.0002592728160078087,1.0,,,,0.9222358471285509,0.29055690072639223,,,,0.03940110323089046,0.7355782848151062,0.01593625498007968,,0.9762107051826678,0.6302745943796294,0.10136192045383444,0.0,0.922705314009662,0.044371405094494665,1.0,1.0,,0.0,1.0,0.15031405446421045,0.20105820105820105,0.0,,,0.899608296229499,,0.0007549591378366646,,0.07012987012987014,0.0007694938440492477,0.10412536777747636,,0.06666666666666668,0.08193986906300821,1.0,0.0,1.0,0.009124271063744218,,0.1084824967663871,0.9814540059347182,0.0010346016783538338,0.4825904307165734,1.0,0.9906767987723144,1000000000.0,,0.013385826771653543,1.0,0.0,0.13771996939556233
HALLMARK_E2F_TARGETS,,1.0,0.17384952520087654,1000000000.0,0.25538971807628524,1.0,0.2487548410027742,0.4644113667117726,,1.0,0.6955183544778921,0.0017030716425470965,0.4832509610104338,1000000000.0,,,1.0,0.3596119745488683,0.6599992755023183,1000000000.0,0.8261647361647362,0.6254695717505634,,0.004148365056124939,1.0,,,,0.8816614420062696,0.40624159268227067,,,,0.4373522458628841,0.7867020148462354,0.35742743312464426,,1.0,0.5584901669300962,1.0,0.11383399209486166,0.8396739130434782,0.4563915952576593,1.0,1.0,,0.0,0.9646090534979423,1.0,0.3854875283446712,0.11363636363636365,,,0.6863217836559438,,0.008412401821608548,,0.2688311688311689,0.013924174320891144,1.0,,0.4609053497942386,1.0,1.0,0.010354311600064716,0.6610492845786964,0.06462037861595472,,1.0,0.7420428240740741,0.018179429491074508,0.3597370581332689,1.0,0.8229442176172013,1000000000.0,,0.026771653543307086,1.0,0.0,0.5596240026232375
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.5643061516452075,0.2119642016015073,0.1122219955111202,1000000000.0,1.0,1.0,0.0,0.9878225755568176,1000000000.0,1.0,1.0,0.03373658710578724,0.2021772939346812,1000000000.0,0.33122362869198313,1000000000.0,1.0,0.0,0.7125585535436708,1000000000.0,0.9517821580979476,1.0,0.2297410192147034,0.02630113578399701,1.0,0.049700874367234235,0.3800484652665589,0.3017072488105233,0.7868383404864092,0.4282315622521808,0.005179430262671107,0.01606732976281561,1000000000.0,0.048740861088545896,0.7230487804878049,0.06024096385542167,0.7619047619047619,1.0,0.9477635911025456,0.0,0.010364372469635627,0.9292561349693252,0.3762016108080021,0.5645162768951513,0.24135021097046416,0.7636363636363636,0.6764746866997179,1.0,0.0,0.013569258647337849,0.1810213414634146,0.7272727272727273,1000000000.0,0.7493283736309154,0.0660377358490566,0.03875609429275282,1.0,0.4410637689448098,0.043546134253553526,0.0,0.8461538461538461,0.052173913043478265,0.0,0.9820390913893292,0.03606215213358071,0.791304347826087,0.004381584860438408,0.9358490566037736,0.0,0.9888066520467836,0.04220599963192442,0.669980195003047,1.0,0.9024599938985496,1000000000.0,0.9672131147540984,0.02682926829268293,0.12706837339993754,0.7122937501750848,0.37720033528918695
HALLMARK_ESTROGEN_RESPONSE_EARLY,1.0,0.3383576699638876,0.07586206896551724,1000000000.0,0.9187458600132478,1.0,0.007893792608539648,0.9494605337876209,1000000000.0,0.5619360131255128,0.8064391000775795,0.006033944654162828,0.2464035769828927,1000000000.0,0.4392405063291139,1000000000.0,0.610679418210799,0.0017218186709712134,0.7008940232232328,1000000000.0,1.0,0.9845015850651638,0.2172096908939014,0.00765889074029993,1.0,0.7734315078999846,0.4353796445880453,0.23971452560873216,0.7441950038516562,0.5777727427211963,0.12896781354051054,0.1135424636572303,1000000000.0,0.20714865962632006,0.7322838137472284,0.15461847389558234,1.0,1.0,0.3806813619208223,0.004870920603994155,0.039730094466936566,0.910158093440302,0.4899231711390714,0.6413078354617211,0.259915611814346,0.9545454545454544,0.7996678877661929,1.0,0.0,0.16644459841176784,0.10374322493224933,1.0,1000000000.0,0.7023802814255388,0.7659574468085106,0.04348464702062525,0.823529411764706,0.5456257744733581,0.04249445403007148,0.0036109773712084733,0.9423076923076924,0.2850931677018634,0.0014720314033366045,1.0,0.041213888152663664,0.5987117552334943,0.02321865481599841,0.8050314465408804,0.007260406582768634,1.0,0.043732831659952696,0.9344773142762174,1.0,0.9509782587825686,1000000000.0,1.0,0.040243902439024384,0.8515694421095609,0.5948704627585205,0.5192051673980573
HALLMARK_ESTROGEN_RESPONSE_LATE,,0.2578897786151672,0.0692970822281167,1000000000.0,0.8580068543780659,1.0,0.0,0.9340472134339254,,1.0,1.0,0.03356815186913573,0.1321928460342146,1000000000.0,,,0.5820382546323969,0.0,1.0,1000000000.0,0.9867799227799228,0.9423258745666564,,0.0242204237086408,1.0,,,,0.8488316642823082,0.6955264262723329,,,,0.08773354995938262,0.7030613961312027,0.08433734939759037,,1.0,0.6000339052615613,0.0036531904529956156,0.012955465587044536,0.8717194955691887,0.573655494933749,0.7999582878778155,0.3991561181434599,,0.7997388390161427,1.0,0.0,0.16674661123843024,0.19643847006651885,,,1.0,,0.15270519599657792,,0.5397769516728624,0.13926546709391174,0.0,,0.057391304347826085,0.0,1.0,0.1413292589763178,0.7745571658615137,0.025050273040486255,,0.0,0.9111426767676768,0.1295012575915588,0.5781951138441084,0.8634882159014592,0.8567317433671198,1000000000.0,,0.02146341463414634,0.0991648454573837,0.6905377202566042,0.57837384744342
HALLMARK_FATTY_ACID_METABOLISM,,0.9547809703250116,0.40202702702702703,1000000000.0,0.983084577114428,1.0,0.3724087641932011,0.6892196662156067,,0.7145200984413453,0.7577967416602017,0.06908357278229504,0.5230888862304103,1000000000.0,,,1.0,0.942239184189374,0.7321213569336179,1000000000.0,1.0,0.9336531237357684,,0.08388916002385988,1.0,,,,0.8061101028433153,0.6923145906196753,,,,0.5985377741673437,0.8150148720999405,0.6181649675625579,,1.0,0.4566657812863546,0.3095740650538508,0.3679277244494636,0.9070887653374232,0.6552177485620377,0.6421313824894651,0.5184031158714703,,0.9927406598650342,1.0,0.4298046342571558,1.0,0.33080808080808083,,,0.6732196068235906,,0.13858218673914272,,0.7220779220779221,0.14113087095303234,0.3920489717312057,,0.5408026755852843,0.2911350997710173,0.91437802907916,0.11877123442808607,0.5945945945945946,0.06045981634157786,,0.3813057975691083,1.0,0.12195367283595815,0.3548079292579072,1.0,0.7918962532284027,1000000000.0,,0.328950159066808,0.999036564664862,0.004492512479201331,0.8171384850803366
HALLMARK_G2M_CHECKPOINT,,1.0,0.4386719107289857,1000000000.0,0.7676026103383136,0.999857867058322,0.03796061650949275,0.39783491204330174,,0.8609345377495261,1.0,0.4550426537466932,0.33607907742998355,1000000000.0,,,1.0,0.03238760821946386,0.7156781298299845,1000000000.0,0.8875465075465075,1.0,,0.4661886058874871,1.0,,,,0.7486388384754991,0.7706468788943016,,,,0.2758077226162333,0.7248063127690101,0.2326693227091633,,1.0,0.7072243810641053,0.23801280580641124,0.11205533596837944,0.9031620553359684,0.7826484263713818,1.0,1.0,,0.0,0.9111111111111112,0.20954388331506615,0.9906464851036616,0.535670731707317,,,0.6861894168702819,,0.6953261958054932,,0.774820322180917,0.7024895242790239,0.2024914967760783,,0.2785185185185185,0.2247612693382261,1.0,0.675681461395747,0.683432793407218,0.7846823455002413,,0.2350732256853173,0.7387152777777778,0.6947514175291613,0.5041138648828319,0.9998851168935609,0.6714483806002178,1000000000.0,,0.021417322834645668,1.0,0.0,0.757002052201058
HALLMARK_GLYCOLYSIS,0.7893776824034335,0.2701504530215289,0.4780861943024105,1000000000.0,0.8939103554868624,1.0,0.007104413347685683,0.9454855195911414,1000000000.0,0.9105824446267432,0.5815139088994791,0.15892278535183713,0.14463452566096424,1000000000.0,0.3310126582278481,1000000000.0,0.5887627017334129,0.0022137668626772745,0.7287810749034124,1000000000.0,0.9778460958129008,0.8646706586826346,0.13868003341687551,0.13990361151781355,1.0,0.7271053842613898,0.4431542810985461,0.17296389588581024,0.915593705293276,0.8054882970137207,0.018128005919348874,0.017852588625350677,1000000000.0,0.18800046419867705,1.0,0.17135207496653282,1.0,1.0,0.3165115118560071,0.005479785679493424,0.006477732793522267,0.9023006134969326,0.5324568611339361,0.868253866392864,0.5291139240506328,0.875,0.9041216422159218,1.0,0.0011737089201877935,0.6367551830730694,0.308641975308642,0.8282828282828283,1000000000.0,0.7618527098900382,0.1320754716981132,0.21414415944736992,1.0,0.6607792207792207,0.14917920656634745,0.0,1.0,0.17971014492753626,0.0031543530071498666,0.8864500792393027,0.19331823329558326,0.6349973161567365,0.13408461077545314,0.4528301886792453,0.001452081316553727,1.0,0.14392458903322222,0.5434717374845346,0.7745082998373785,0.9710042432814712,1000000000.0,1.0,0.022357723577235773,1.0,0.7771759531613299,0.6562951627986058
HALLMARK_HEDGEHOG_SIGNALING,,0.9998329051527872,0.0745652814618332,1000000000.0,1.0,1.0,0.9499189896556022,1.0,,0.9687743950039032,0.8557020946470132,0.03016972327081413,0.7532491305143694,1000000000.0,,,1.0,0.9756545321789925,0.9345634974816432,1000000000.0,0.9630821576763484,0.914836992681304,,0.01928112354201381,1.0,,,,0.4649499284692418,0.4792115101393452,,,,0.7694803689797431,0.7777485928705441,0.6543824701195219,,1.0,0.3663273909901229,1.0,0.6521739130434783,0.8708706937234545,0.2681215900233827,1.0,0.8615506329113924,,0.6443049221620938,1.0,0.8309859154929577,0.2484909013808397,0.08336509146341463,,,0.7948956395949576,,0.06951359040168217,,1.0,0.0923506696245173,1.0,,0.7991769547325103,1.0,1.0,0.06493506493506493,1.0,0.05932990462875117,,1.0,0.9886646884272996,0.09658303171584563,0.4965605580935317,1.0,0.7280139778683751,1000000000.0,,0.5976377952755906,1.0,0.5469787377090511,0.3822296730930427
HALLMARK_HEME_METABOLISM,,1.0,0.14588859416445624,1000000000.0,1.0,1.0,0.06257322088820573,0.9413685406019308,,0.7712724434035909,0.6348288833837967,0.035371399696816574,0.23476112026359144,1000000000.0,,,0.9132439586713346,0.10596849900907478,0.904870184430534,1000000000.0,0.5667857142857143,0.8832335329341316,,0.04265849400936285,1.0,,,,0.4232236528373868,0.6094064539742573,,,,0.08274231678486997,0.9172560975609756,0.08764940239043825,,1.0,0.674179358833659,0.17592341543787932,0.09011857707509882,1.0,0.5503767212262926,1.0,1.0,,0.8952554033124356,1.0,0.4788311834302898,0.35629040788130484,0.1785295497185741,,,0.9155841347193588,,0.1426432844698534,,0.4736735383575532,0.14655859879076105,0.19134862174738645,,0.05555555555555555,0.1830615904257537,0.9850296176628972,0.13373531230674088,0.6123188405797102,0.07211000443518897,,0.161054783660867,0.8585069444444445,0.14111007264079792,0.5140904190264337,1.0,0.4708690406855812,1000000000.0,,0.04398200224971879,1.0,0.7714832160583903,0.3960603520536463
HALLMARK_HYPOXIA,0.8582260371959943,0.19194536033914272,0.5844138056975895,1000000000.0,0.7992397343247422,1.0,0.004440258342303553,0.9905948324815446,1000000000.0,0.5358341412484153,0.9813809154383244,0.1728200881468596,0.06998444790046658,1000000000.0,0.8568071872840359,1000000000.0,1.0,0.0,0.8254941773400751,1000000000.0,0.8744700113164844,0.9932381667918858,0.7060508413891873,0.16169981291687002,1.0,0.04653835104854928,0.5797345483359747,0.6481947942905121,0.8527276609373331,0.8916108816407919,0.03107658157602664,0.030126243305279268,1000000000.0,0.09138911454102357,0.7455722326454034,0.08032128514056222,0.8888888888888888,1.0,0.3557088940129172,0.002922552362396493,0.0,0.9197980572597136,0.7513557929334428,0.5294230892639415,0.3063291139240506,1.0,0.978269234189913,0.932219570405728,0.0,0.38913972027013655,0.4895104895104895,0.17647058823529413,1000000000.0,0.8870427774333539,0.5094339622641509,0.5384746050620011,0.8406862745098039,0.8374025974025974,0.317777639597065,0.0,1.0,0.052173913043478265,0.0,1.0,0.4955643639109098,0.6403894012589665,0.37275927497877853,0.8867924528301887,0.0020744018807910387,0.9146884272997032,0.3469677810406629,0.3697931617991448,1.0,0.8388957616788336,1000000000.0,1.0,0.02682926829268293,1.0,0.7866454422764146,0.9563886763580718
HALLMARK_IL2_STAT5_SIGNALING,0.5918454935622318,0.20435523026196606,0.3238726790450928,1000000000.0,0.9671303451828954,1.0,0.005920344456404735,1.0,1000000000.0,0.5602470684746417,0.6203377692904458,0.0852084138354685,0.14580093312597198,1000000000.0,0.5276672694394213,1000000000.0,0.2141860928471807,0.0019370460048426148,0.8960779628618241,1000000000.0,0.9499585062240664,1.0,0.8439849624060151,0.09127078586731052,1.0,0.6222349899454179,0.4028675282714055,0.906801007556675,0.7729295819424575,0.7505947660586836,0.2286348501664817,0.22532517214996176,1000000000.0,0.1949634443541836,0.6743003851091143,0.11646586345381525,1.0,1.0,0.3738501208990248,0.006262612205135343,0.014806246385193754,0.9439161554192228,0.5560496996928156,0.6906702358797591,0.2610759493670886,0.928030303030303,0.9264249660096276,1.0,0.0,0.04989510303159506,0.38391436903499465,0.8823529411764706,1000000000.0,1.0,0.1320754716981132,0.17029416052267718,0.9882352941176472,0.7446840148698886,0.15550625804507984,0.0,0.9423076923076924,0.052173913043478265,0.0,0.9391838351822503,0.18614718614718614,0.6419753086419753,0.059212250961202376,0.8625336927223721,0.002904162633107454,1.0,0.15470080226843616,0.9212439754030248,0.8925137819234349,0.9925257231605512,1000000000.0,0.918032786885246,0.02682926829268293,0.8256991213594398,0.5767343894444912,0.610378724377048
HALLMARK_IL6_JAK_STAT3_SIGNALING,,0.6132830899670279,0.4762556686917087,1000000000.0,0.7794656657098697,1.0,0.4390305435952637,1.0,,0.6162049599293241,0.7177175570476981,0.5660095135545621,0.6853377265238879,1000000000.0,,,0.3138075313807531,0.3209247832539249,0.7129471600218459,1000000000.0,0.9664730290456433,0.9771366358192708,,0.4771062308645725,1.0,,,,0.8663901132140697,0.7780421182483037,,,,0.7545311268715523,0.7138861788617886,0.6468244668385282,,1.0,0.34402079090106075,1.0,0.3637127005548058,0.8444712240724511,0.6524707716289946,1.0,0.7824418129848918,,0.7389651516981335,1.0,0.7806998239436619,0.5359182078203557,0.5352038871951219,,,1.0,,0.8158399541068699,,0.7657441828445545,0.8066092662320552,1.0,,0.6574074074074073,1.0,1.0,0.7907363572388203,0.6057347670250897,0.5248737733471578,,1.0,0.9388909495548962,0.7983263138076995,1.0,0.5515633150256206,0.968800554656806,1000000000.0,,0.5391817466561761,1.0,0.6839510322996328,0.6789606035205364
HALLMARK_INFLAMMATORY_RESPONSE,,0.21479039095619407,0.3461538461538462,1000000000.0,0.8712004121586812,1.0,0.01149243335655037,1.0,,0.7998359310910583,1.0,0.07167910115031359,0.12330593201510776,1000000000.0,,,0.6216377764494918,0.0051654560129136395,0.7648079089295466,1000000000.0,1.0,0.8591512626920073,,0.08729171625803381,1.0,,,,0.7472409564684243,0.6230174464710547,,,,0.17546709991876525,0.7734829268292683,0.14828544949026876,,1.0,0.5404320244117883,0.005845104724792986,0.08421052631578947,0.8966257668711656,0.4662150008993345,0.7043444779567477,0.6143987341772152,,0.7378338734350469,1.0,0.0,0.05417577146511752,0.2871682209469153,,,1.0,,0.04445691912836846,,0.5845990440785981,0.052818761223986765,0.0,,0.3156521739130435,0.0,1.0,0.05052090766376481,0.6478515128400713,0.02492634942827184,,0.0018151016456921585,1.0,0.04865608595441121,0.5793403066312116,0.7386529256543218,0.9738920320603488,1000000000.0,,0.15158536585365853,0.5017483609116453,0.7169510042860745,0.5327954735959766
HALLMARK_INTERFERON_ALPHA_RESPONSE,,1.0,0.6102473129500157,1000000000.0,0.8930348258706468,1.0,0.3516684607104413,0.9834884025684706,,0.9378090033827738,0.8011678659903269,0.40618695359784796,0.9017601664788,1000000000.0,,,1.0,0.17101349014181946,0.8124271800473329,1000000000.0,0.7761389961389962,1.0,,0.4465592972181552,1.0,,,,1.0,0.9685230024213076,,,,0.8162249595620257,0.7276964769647697,0.8504927657789894,,1.0,0.3081240637209702,0.9720941873318456,0.4038531341616641,0.9836400817995908,0.6926869350862778,0.6925610326271303,0.6755743084857009,,0.8870968074905115,1.0,1.0,0.3140933140933141,0.5018939393939393,,,0.7193118412895227,,0.6963165765711755,,0.7972027972027973,0.6871127383922104,0.9724975481501577,,0.8826510721247565,0.9769400775614028,0.9725729768416748,0.7252422297722411,0.6371090770404272,0.7277603806290079,,0.9717319647849126,0.7087673611111112,0.7450957851815286,0.36417130629882,1.0,0.8387258300593176,1000000000.0,,0.6028201219512196,1.0,0.7849963382277022,0.7944401938281052
HALLMARK_INTERFERON_GAMMA_RESPONSE,,1.0,0.6622458001768347,1000000000.0,0.8029366306027821,1.0,0.11296017222820234,1.0,,0.9540244052754838,0.8299757251182461,0.7885435480853459,0.7416742639566687,1000000000.0,,,1.0,0.13430185633575464,0.925649527970664,1000000000.0,0.732980694980695,1.0,,0.8444724842299453,1.0,,,,1.0,0.8572561459159397,,,,0.7993501218521527,0.8591957811470008,0.7370170336518488,,0.973520249221184,0.3253847369334504,0.5046273745737945,0.3278729367798193,0.9053959843837144,0.8180826188620421,0.6655828645176011,0.5330922242314647,,0.8964033475124011,1.0,0.12910798122065728,0.648410650336197,0.5983231707317073,,,0.9045102293862368,,0.8241044647550724,,0.8498141263940521,0.8877824336537671,0.3734018081634837,,0.731304347826087,0.3364643207626525,1.0,0.8133448184468592,0.6420956188572381,0.2586036628329533,,0.4195477803899875,0.7886284722222223,0.8669570374005685,0.3727201940181831,1.0,0.7997265233803251,1000000000.0,,0.4748780487804878,1.0,0.7821611466401351,0.691533948030176
HALLMARK_KRAS_SIGNALING_DN,1.0,1.0,0.3879555948521466,1000000000.0,0.9217757169843724,1.0,0.9548198558431308,0.938671209540034,1000000000.0,0.6953702035669248,0.6457473162675474,0.4472241339494557,0.4892915980230642,1000000000.0,0.8110573600552868,1000000000.0,1.0,0.9895353082298948,0.9978836701256144,1000000000.0,0.6989913127413128,0.9889312284521864,0.8770145817344589,0.3872813020709355,1.0,0.09049123814995692,0.6168779714738511,0.8206646294881589,0.8649047186932849,0.7057890563045202,0.7394134575853091,0.6770917952883835,1000000000.0,0.4710620786270904,0.9273059866962304,0.3207171314741035,1.0,1.0,0.3270296314141171,1.0,0.3628458498023716,0.9221625766871164,0.6419736351621539,1.0,0.9275665399239544,0.6964285714285715,0.7663185478692102,0.979173470669514,0.8699940983053706,0.1695263832762226,0.4935213414634146,0.35294117647058826,1000000000.0,0.8917682716814769,0.25531914893617025,0.6852063727662849,0.984375,0.7483609327475499,0.6660472876888949,0.997201529305112,1.0,0.4,1.0,0.9375091790277572,0.6909915481344053,0.587382779198636,0.09179198990453796,0.9574468085106383,1.0,0.9492582070707072,0.6460387045627216,0.3764783114508891,1.0,0.7556236037285263,1000000000.0,1.0,0.4952755905511811,1.0,1.0,0.6255238893545684
